Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2014-02-25 19:09:38.600 +0000,"Success",0:00:00,0,0,0,"20140225_190938.600/LogFile.txt","","",1
