Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2014-02-25 19:38:01.889 +0000,"Success",0:00:00,0,0,0,"20140225_193801.889/LogFile.txt","","",1
